institutioncode,institution,collectioncode,catalognumber,recordnumber,scientificname,kingdom,phylum,class,order,family,clade,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,vernacularname,sex
UWBM,University of Washington Burke Museum,Bird,69103,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69107,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69111,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69113,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,69114,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,69119,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,female
UWBM,University of Washington Burke Museum,Bird,69123,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,69128,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69130,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,female
UWBM,University of Washington Burke Museum,Bird,69136,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69146,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,71523,,Amazilia chionogaster,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,chionogaster,,species,,White-bellied Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,76116,,Amazilia yucatanensis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,yucatanensis,,species,,Buff-bellied Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,76870,,Thalurania colombica,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Thalurania,,colombica,,,,Crowned Woodnymph,female
UWBM,University of Washington Burke Museum,Bird,76884,,Thalurania colombica,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Thalurania,,colombica,,,,Crowned Woodnymph,male
UWBM,University of Washington Burke Museum,Bird,76889,,Thalurania colombica,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Thalurania,,colombica,,,,Crowned Woodnymph,male
