UWBM,Bird,88865,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,36784,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,skeleton | wing,
CAS,ORN,98145,LCW1146,Selasphorus rufus,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,,,,undetermined,,Skin Wing; TISSUE; Feather; toepad,
UBCBBM,CTC,B014910,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,wing; tail,in collection
YPM,VZ,YPM ORN 141683,,Selasphorus rufus,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,Species,,Rufous Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
CMNH,Birds,74036,,Selasphorus rufus,,| Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,male,present,skin/wing/tissue,
MCZ,Orn,338477,,Selasphorus rufus,,Animalia Chordata Vertebrata Aves Neornithes Apodiformes Trochili Trochilidae Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,,,,,,tissue (frozen: vapor phase nitrogen); partial skin (dry); spread wing (dry),not applicable
MSB,Bird specimens,MSB:Bird:60518,,Selasphorus rufus,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,,rufus,,species,,,,,"heart, liver, muscle (frozen); wing, spread (dry)",
UWBM,Bird,116860,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91473,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,wing | tissue,
CMNH,Birds,72800,,Selasphorus rufus,,| Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,male,present,skin/wing/tissue saved,
CUMV,Bird,50452,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,female,present,spread wing; study skin,
UAZ,Ornithology,UAz-017315,TRH-3226,Selasphorus rufus,,| Apodiformes |  | Trochilidae | Trochilinae | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,1 Wing + Tail only,
UTEP,Bird specimens,UTEP:Bird:2495,,Selasphorus rufus,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,,rufus,,species,,,male,,skeleton; feather; wing,
UWBM,Bird,118223,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91462,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91471,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91483,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,wing | tissue,
UWBM,Bird,91488,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91502,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91503,,Selasphorus rufus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,Rufous Hummingbird,female,present,round/wing | tissue,
CM,Birds,S8208,,Selasphorus rufus,,Apodiformes | Trochilidae |  | SELASPHORUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,female,present,Skeleton and Wing | tissue,
LSUMZ,Birds,159105,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing & Tail,
LSUMZ,Birds,165683,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,180046,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,180048,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,181020,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,166005,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing & Tail,
LSUMZ,Birds,171703,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,180047,,Selasphorus rufus,,|  |  |  |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,rufus,,species,,,,present,Skeleton & Spread Wing,
UWBM,Bird,62992,,Selasphorus sasin,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Selasphorus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,sasin,,species,,Allen's Hummingbird,female,present,round skin | wing,
CAS,ORN,97722,LCW824,Selasphorus sasin,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,sasin,,,,,female,,TISSUE; Skin Wing; toepad; Feather,
CAS,ORN,97721,LCW831,Selasphorus sasin,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,sasin,,,,,female,,TISSUE; Skin Wing; toepad; Feather,
MVZ,Bird specimens,MVZ:Bird:183556,67,Selasphorus sasin sedentarius,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,,sasin,sedentarius,subspecies,,,male,,"tissue (frozen); tissue (frozen) sample; wing, spread (dry)",
YPM,VZ,YPM ORN 141945,,Selasphorus scintilla,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141943,,Selasphorus scintilla,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141947,,Selasphorus scintilla,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
DMNS,Bird specimens,DMNS:Bird:44336,,Selasphorus sp.,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae; Selasphorus,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,,,,genus,,,female,,"wing (dry); muscle (frozen); heart, kidney (frozen); liver (frozen)",
UWBM,Bird,36728,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,female,present,skeleton | wing,
UWBM,Bird,51393,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round skin | wing,
UWBM,Bird,64438,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,74548,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,79742,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,87366,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,87737,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,wing,
UWBM,Bird,64439,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,64962,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,female,present,round skin | wing,
UWBM,Bird,74549,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,79285,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,79743,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,male,present,round/wing | tissue,
UWYMV,Bird specimens,UWYMV:Bird:2430,,Stellula calliope,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Stellula,,calliope,,species,,,female,,"skin; wing, spread (dry)",
UWYMV,Bird specimens,UWYMV:Bird:2431,,Stellula calliope,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Stellula,,calliope,,species,,,female,,"skin; wing, spread (dry)",
CMNH,Birds,73035,,Stellula calliope,,| Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,male,present,skin/wing/stom/song/tissue,
UWBM,Bird,90538,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,Calliope Hummingbird,female,present,round/wing | tissue,
University of Alberta Museums,UAMZ,B7212,,Stellula calliope,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,Stellula calliope,,Species,,calliope hummingbird,undetermined,,wing,
LSUMZ,Birds,181003,,Stellula calliope,,|  |  |  |  | Stellula,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,,calliope,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,163139,,Taphrospilus hypostictus,,|  |  |  |  | Taphrospilus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Taphrospilus,,hypostictus,,species,,,,present,Skeleton & Spread Wing,
CUMV,Bird,51898,IJL 04-004,Thalurania colombica,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,,species,,,,present,tissue (frozen); whole organism (C & S); spread wing,
CUMV,Bird,50339,JTW 537,Thalurania colombica,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,,species,,,male,present,spread wing; tissue (frozen); study skin,
UWBM,Bird,76889,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,male,present,round/wing | tissue,
UWBM,Bird,76911,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
UWBM,Bird,76963,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,male,present,round/wing | tissue,
UWBM,Bird,76870,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
UWBM,Bird,76884,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,male,present,round/wing | tissue,
UWBM,Bird,76915,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
UWBM,Bird,76922,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
UWBM,Bird,76923,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
UWBM,Bird,76938,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,male,present,round/wing | tissue,
UWBM,Bird,76980,,Thalurania colombica venusta,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,colombica,venusta,subspecies,,Violet-crowned Woodnymph,female,present,round/wing | tissue,
LSUMZ,Birds,163138,,Thalurania furcata,,|  |  |  |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,furcata,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,165776,,Thalurania furcata,,|  |  |  |  | Thalurania,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,,furcata,,species,,,,present,Wing(s) Only,
YPM,VZ,YPM ORN 141929,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141948,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142230,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142231,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142232,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142233,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142234,,Thaumastura cora,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thaumastura,,cora,,Species,,Peruvian Sheartail; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
